x y u_11 u_12 u_13 u_21 u_22 u_23 u_31 u_32 u_33
11 132 0.954529 0.157969 0.252828 -0.252649 0.878836 0.404744 -0.158258 -0.450216 0.878782
130 16 0.434482 0.111004 -0.893815 0.781063 0.447743 0.435278 0.448521 -0.887242 0.107833
46 40 0.664543 0.601557 -0.443297 -0.565925 0.792555 0.227127 0.487969 0.099932 0.867121
117 1 0.193507 0.979836 -0.049749 0.020808 -0.054788 -0.998274 -0.980884 0.192151 -0.030986
92 196 0.053211 0.517958 0.853744 0.398213 0.773038 -0.493803 -0.915754 0.366248 -0.165121
81 198 -0.802301 0.493524 0.335776 -0.327336 -0.834147 0.443906 0.499171 0.246233 0.830781
175 74 0.921584 0.387941 -0.013588 -0.364816 0.877527 0.311213 0.132659 -0.281853 0.950243
158 53 0.421788 0.882919 -0.206299 -0.181913 -0.140501 -0.973219 -0.888266 0.448011 0.101347
89 72 0.191244 0.314093 -0.929929 0.980221 -0.110268 0.164341 -0.050924 -0.942972 -0.328962
126 165 0.949329 0.289718 -0.121849 0.147886 -0.069709 0.986539 0.277324 -0.954574 -0.109004
172 132 -0.816252 0.538292 -0.209704 -0.035622 -0.40922 -0.911733 -0.576607 -0.736737 0.353204
164 195 0.150384 0.77727 -0.610919 -0.377784 -0.525889 -0.762059 -0.913603 0.345394 0.214553
139 125 0.942063 -0.005599 0.335396 0.288105 0.525619 -0.800449 -0.171806 0.8507 0.496781
97 24 0.162463 0.92377 0.346795 -0.467792 0.381564 -0.797226 -0.868779 -0.032705 0.494117
115 82 -0.088164 0.381539 -0.920137 0.984783 -0.105501 -0.138104 -0.149768 -0.918315 -0.366429
141 153 -0.124433 0.289479 -0.94906 0.986405 -0.067407 -0.149893 -0.107373 -0.954804 -0.277158
9 122 0.469982 -0.8427 -0.262629 0.559148 0.053999 0.827302 -0.682991 -0.53568 0.496568
172 78 -0.385981 0.92239 -0.014822 -0.878368 -0.362543 0.311494 0.281953 0.133251 0.95013
51 22 0.871664 0.488227 0.042865 -0.011855 -0.066428 0.997702 0.489963 -0.870204 -0.052118
144 46 0.292943 -0.947412 0.128831 -0.112857 0.099543 0.98861 -0.949448 -0.304147 -0.077765
5 120 0.470453 -0.842631 -0.262038 0.559455 0.055151 0.82701 -0.682413 -0.535689 0.497346
152 57 -0.948187 0.292008 -0.125209 0.096397 -0.111097 -0.989121 -0.302738 -0.949943 0.077193
164 31 0.377823 0.55014 -0.744706 -0.661939 -0.401887 -0.63271 -0.647373 0.73201 0.212324
165 134 -0.445298 -0.853487 -0.2707 0.487074 0.022793 -0.873058 0.751316 -0.520619 0.405561
113 190 0.262707 0.05497 -0.963306 0.745886 0.621761 0.238898 0.612078 -0.781277 0.122334
163 169 -0.882901 -0.166863 -0.438924 0.468624 -0.253558 -0.846216 0.029899 -0.952824 0.302059
45 176 -0.994889 0.087482 0.05048 -0.035877 0.161101 -0.986284 -0.094413 -0.983053 -0.157137
135 25 0.343446 0.119484 -0.93154 0.91078 -0.284423 0.299306 -0.229191 -0.951224 -0.206508
66 111 -0.919758 -0.320631 -0.226367 0.222549 0.049034 -0.973687 0.323294 -0.945934 0.026257
95 109 -0.194086 0.888867 -0.415021 -0.625594 -0.438027 -0.645573 -0.755622 0.134334 0.641087
91 25 0.162213 0.342972 -0.925229 -0.469669 -0.797792 -0.378074 -0.867814 0.495885 0.031676
143 157 -0.12448 0.289372 -0.949086 0.98643 -0.067138 -0.149851 -0.107094 -0.954855 -0.27709
65 127 0.171212 0.46447 -0.868875 0.9791 -0.178544 0.097476 -0.109857 -0.867404 -0.485321
34 171 0.193874 -0.676188 -0.710761 0.972375 0.228512 0.047835 0.130075 -0.700383 0.701802
126 69 0.685159 0.660311 -0.307489 -0.231467 -0.202885 -0.951449 -0.690638 0.72307 0.013827
61 176 0.141551 0.943071 0.300962 -0.914942 0.008554 0.4035 0.377954 -0.332475 0.864066
121 206 -0.415844 0.891985 -0.177294 -0.884419 -0.442059 -0.149637 -0.211849 0.094578 0.972714
121 26 0.929468 0.349103 -0.119231 -0.303616 0.907501 0.290277 0.209539 -0.233604 0.949485
58 121 -0.16689 -0.391718 -0.904819 0.735962 -0.660191 0.15005 -0.656133 -0.640881 0.398451
193 45 -0.022878 0.997453 -0.067555 -0.977193 -0.008043 0.212201 0.211119 0.070869 0.974887
84 47 0.347628 -0.924236 0.157935 -0.238683 0.075663 0.968144 -0.906745 -0.374251 -0.194298
69 127 0.171557 0.463049 -0.86957 0.978842 -0.180081 0.097212 -0.111582 -0.867846 -0.484133
134 147 0.948645 0.291203 -0.123596 0.150262 -0.070983 0.986088 0.278379 -0.954032 -0.111083
16 56 -0.126753 -0.105252 -0.986333 0.433374 -0.900309 0.04038 -0.892257 -0.422334 0.159734
72 167 0.647245 -0.600579 0.469441 -0.511286 0.114742 0.851718 -0.565393 -0.791289 -0.232798
119 27 0.929517 0.348958 -0.119279 -0.303336 0.90741 0.290852 0.20973 -0.234173 0.949302
102 22 0.162333 0.346271 -0.923976 -0.469023 -0.796779 -0.38101 -0.86814 0.495222 0.033073
195 159 0.542701 0.381036 -0.748523 0.314865 0.733882 0.60188 0.778688 -0.562327 0.278303
82 54 0.361988 -0.917967 0.162144 -0.235967 0.078036 0.968621 -0.901829 -0.38889 -0.188363
147 85 -0.744283 -0.509408 -0.431903 0.519508 -0.035186 -0.853742 0.419712 -0.859804 0.29083
71 149 -0.760321 -0.48007 -0.437554 0.482838 0.032892 -0.875091 0.434496 -0.876611 0.206783
163 63 0.42282 0.882817 -0.2046 -0.179478 -0.139725 -0.973787 -0.888266 0.448454 0.099366
134 168 -0.293855 -0.46148 -0.837064 -0.083116 -0.860093 0.50333 -0.952234 0.217472 0.214376
76 117 -0.919857 -0.320402 -0.226295 0.222679 0.048415 -0.973687 0.32293 -0.946043 0.026813
47 163 0.621338 -0.439747 0.648507 -0.742037 -0.064389 0.667259 -0.251664 -0.89581 -0.366319
35 74 -0.399684 -0.336678 -0.852578 0.818866 -0.549163 -0.167022 -0.411977 -0.764898 0.495175
194 170 -0.588669 -0.38644 -0.710018 -0.100495 -0.836532 0.538625 -0.802104 0.38843 0.453604
89 14 0.926164 -0.159526 0.341727 0.375627 0.471114 -0.798096 -0.033679 0.867524 0.496246
102 170 0.82081 0.386566 0.420522 -0.479208 0.866686 0.138661 -0.310858 -0.315328 0.896618
163 198 -0.661479 0.651209 -0.371986 0.086985 -0.426036 -0.900511 -0.744906 -0.628029 0.225169
97 214 0.053282 -0.845151 0.531853 -0.594617 0.401044 0.696851 -0.80225 -0.353375 -0.481172
67 109 -0.919694 -0.321161 -0.225875 0.222393 0.048011 -0.973774 0.323583 -0.945806 0.027269
125 157 0.949621 0.288084 -0.123437 0.149169 -0.069086 0.986392 0.275641 -0.955109 -0.108564
43 70 -0.104181 0.398224 -0.911346 -0.987726 -0.148688 0.047945 -0.116413 0.905161 0.40882
162 46 0.42261 -0.881983 0.208616 -0.183172 0.14233 0.97271 -0.887619 -0.44929 -0.101402
139 152 -0.124411 0.28947 -0.949067 0.986438 -0.067156 -0.149794 -0.107105 -0.954824 -0.277189
20 69 -0.820227 -0.549832 -0.15784 0.225206 -0.056736 -0.972657 0.525842 -0.833346 0.170362
30 92 0.696509 0.506525 -0.508236 0.511068 0.146997 0.846866 0.503672 -0.849618 -0.156481
133 80 0.433778 -0.507755 -0.744326 0.852107 -0.037313 0.52204 -0.292849 -0.86069 0.416473
202 67 0.899661 -0.42616 -0.094881 0.028074 -0.160395 0.986652 -0.435691 -0.890314 -0.132335
69 26 0.243971 0.258245 -0.934757 0.878106 0.35028 0.32595 0.41161 -0.900342 -0.141309
176 171 -0.708988 -0.58266 -0.397294 0.542593 -0.09082 -0.835069 0.450477 -0.807629 0.380539
131 127 -0.124613 -0.099894 -0.987164 -0.465754 -0.872603 0.147095 -0.876096 0.478106 0.062211
66 209 0.794234 -0.257523 0.550342 -0.534945 0.133212 0.834312 -0.288167 -0.957052 -0.031961
216 151 -0.807617 -0.314975 -0.498542 -0.014606 -0.834461 0.550876 -0.589529 0.452178 0.669321
145 61 -0.811247 0.504053 -0.296334 0.200813 -0.235794 -0.950825 -0.549143 -0.830862 0.09007
99 200 0.864323 0.040382 -0.501317 0.492897 -0.26638 0.828313 -0.100096 -0.963018 -0.250132
50 194 0.344578 -0.8955 0.281689 -0.431214 0.115548 0.894818 -0.833862 -0.429798 -0.346335
95 113 -0.020374 0.824587 -0.565349 0.380653 -0.516497 -0.767019 -0.924511 -0.230841 -0.303365
113 164 0.820322 0.422818 -0.385091 -0.479698 0.142067 -0.865857 -0.311393 0.895011 0.319359
153 104 -0.795896 0.40871 0.446681 -0.143126 0.589859 -0.79471 -0.588289 -0.696438 -0.410961
94 134 0.08089 0.988145 0.130497 -0.71945 -0.032728 0.693767 0.689822 -0.150001 0.708272
8 122 0.469315 -0.843253 -0.26207 0.560075 0.054799 0.826612 -0.682687 -0.534746 0.497992
190 192 -0.571799 -0.399217 -0.716711 -0.096081 -0.835013 0.541769 -0.814752 0.378648 0.439101
219 81 0.099229 -0.867881 -0.48676 0.45103 -0.396805 0.799446 -0.886983 -0.298872 0.352054
175 107 0.759131 0.641591 0.109957 -0.615588 0.762483 -0.199187 -0.211641 0.083521 0.973765
161 108 -0.450361 -0.792822 -0.410607 0.793891 -0.145146 -0.590491 0.408565 -0.591906 0.694782
199 145 -0.670917 0.530999 -0.517606 0.495606 -0.198121 -0.845642 -0.551592 -0.823886 -0.130249
90 112 -0.322919 -0.227476 -0.918684 0.045519 -0.973295 0.224999 -0.945332 0.030841 0.324647
215 141 0.836656 0.278406 -0.471698 -0.294365 0.954793 0.041431 0.461911 0.104188 0.880786
96 188 -0.549561 0.782217 -0.29344 0.161575 -0.245076 -0.955937 -0.819701 -0.572754 0.008305
151 142 -0.357009 0.851954 0.383028 -0.864315 -0.45681 0.210479 0.354295 -0.25592 0.899427
66 120 0.165774 0.90201 0.398621 -0.735242 -0.156347 0.659526 0.657222 -0.40242 0.637271
144 113 -0.111184 0.021473 -0.993568 0.718553 -0.688913 -0.095292 -0.686528 -0.724526 0.061168
106 123 -0.022532 0.826133 -0.563023 0.380488 -0.513699 -0.768983 -0.924516 -0.231551 -0.302758
154 152 0.851926 0.357174 0.382951 -0.456834 0.864396 0.210069 -0.255988 -0.353906 0.899563
127 183 0.04848 0.663708 -0.746414 -0.988878 0.137113 0.057692 0.140634 0.735313 0.662974
149 173 0.883768 0.170347 -0.43582 -0.458476 0.501507 -0.73368 0.093589 0.848218 0.521315
206 127 0.579112 -0.157254 -0.799944 0.814299 0.063647 0.576968 -0.039826 -0.985488 0.1649
111 131 0.986565 0.129046 -0.100191 -0.149413 0.464619 -0.872814 -0.066084 0.876056 0.477658
175 92 0.759283 0.64166 0.108471 -0.616196 0.762486 -0.197281 -0.209295 0.082949 0.974325
202 63 -0.427263 0.096089 -0.899003 -0.162821 -0.986259 -0.028044 -0.88935 0.134392 0.437034
115 88 0.381247 0.920163 0.089171 -0.107276 0.139837 -0.984342 -0.91823 0.365717 0.152026
113 15 0.873289 0.475326 0.106951 -0.461932 0.87756 -0.128492 -0.154944 0.062795 0.985921
76 115 -0.920026 -0.320685 -0.225202 0.221659 0.04803 -0.973941 0.323145 -0.945966 0.026895
70 126 0.171552 0.463013 -0.869589 0.978843 -0.180076 0.097216 -0.11158 -0.867865 -0.484099
5 82 0.195749 0.588579 0.784381 0.006759 0.799029 -0.601255 -0.980632 0.122997 0.152436
197 177 0.126411 -0.086631 -0.988185 -0.502748 -0.86436 0.011464 -0.855141 0.495361 -0.152818
62 154 0.758911 -0.480077 0.439975 -0.48566 0.032844 0.873532 -0.433817 -0.876609 -0.208228
107 156 -0.345204 0.934725 0.084437 -0.781623 -0.336125 0.525435 0.519519 0.115387 0.846631
47 129 -0.300424 -0.952189 0.055757 -0.141036 0.102153 0.984692 -0.943327 0.287998 -0.16498
86 170 -0.616865 0.241167 -0.749211 0.136008 -0.904917 -0.40327 -0.775229 -0.350663 0.525411
117 54 0.151115 -0.985102 -0.082095 -0.234064 -0.116352 0.96523 -0.960408 -0.12665 -0.248155
12 68 -0.587016 0.786442 -0.192158 -0.800588 -0.59918 -0.006575 -0.120309 0.149978 0.98134
85 46 0.348403 0.924279 -0.155963 -0.235408 -0.074777 -0.969011 -0.907308 0.374322 0.191529
39 101 -0.899441 0.307404 -0.310667 0.254315 -0.20997 -0.944052 -0.355439 -0.928121 0.11068
199 160 0.32767 -0.227605 0.916966 0.847055 0.500667 -0.178414 -0.418485 0.835181 0.356848
41 68 0.104247 -0.399635 -0.910723 0.987825 0.147935 0.048158 0.115484 -0.904661 0.410192
169 124 0.495726 -0.85153 0.17074 -0.461569 -0.091786 0.88234 -0.735671 -0.516211 -0.438542
31 135 -0.297965 -0.051598 -0.953165 -0.137347 -0.985842 0.096302 -0.944653 0.159593 0.286652
85 22 0.92568 -0.161019 0.342335 0.376862 0.471651 -0.797195 -0.033098 0.866959 0.497277
71 95 -0.919186 -0.323309 -0.224874 0.221085 0.048914 -0.974026 0.325913 -0.945028 0.026518
199 181 0.987824 -0.126747 -0.09023 -0.014053 0.504888 -0.863069 0.154949 0.853829 0.496959
190 128 -0.809397 0.499632 -0.30862 0.085659 -0.419462 -0.903723 -0.580982 -0.757904 0.296712
215 73 0.059206 0.440652 0.895718 0.355877 0.829026 -0.431364 -0.932656 0.344307 -0.107735
207 111 -0.108365 -0.900632 -0.42087 0.536173 0.303583 -0.787621 0.83713 -0.311008 0.449981
41 144 -0.204779 -0.944513 0.256822 -0.321784 0.312755 0.893665 -0.924407 0.100362 -0.367974
171 168 -0.882038 -0.168369 -0.440079 0.470275 -0.256393 -0.844448 0.02934 -0.951797 0.305327
24 143 0.307318 0.739176 -0.599299 -0.94287 0.321709 -0.086706 0.12871 0.591712 0.795806
51 169 0.049647 0.994988 -0.08682 -0.986961 0.035533 -0.15703 -0.153161 0.093487 0.98376
181 85 -0.996858 -0.019013 0.076943 -0.079256 0.245354 -0.966188 -0.000507 -0.969243 -0.246088
129 35 0.347292 0.12062 -0.929961 0.908466 -0.289224 0.301742 -0.23258 -0.949629 -0.210033
141 120 0.993837 -0.019065 0.1092 0.092248 0.688487 -0.719357 -0.061467 0.724998 0.686003
68 38 0.404185 0.170823 -0.898584 0.846449 0.302456 0.438228 0.346645 -0.937731 -0.022342
205 138 0.276634 -0.837086 -0.471969 0.95539 0.292492 0.041194 0.103569 -0.462294 0.88065
199 71 -0.843693 -0.52754 0.099404 -0.09008 -0.043431 -0.994984 0.529229 -0.848415 -0.010888
33 102 -0.899591 0.307466 -0.310172 0.253409 -0.210962 -0.944075 -0.355706 -0.927876 0.111865
127 194 -0.662724 0.747156 0.05053 -0.13838 -0.055867 -0.988801 -0.735971 -0.662294 0.140416
9 106 0.51274 0.836957 -0.191314 -0.09011 -0.169148 -0.981455 -0.853806 0.520482 -0.011304
88 172 0.779287 -0.554125 0.292684 -0.242354 0.164224 0.956185 -0.577915 -0.816071 -0.006322
90 31 -0.398377 0.415956 -0.817478 0.682035 -0.461587 -0.567244 -0.613292 -0.783528 -0.099811
156 31 0.376921 0.548907 -0.746071 -0.663665 -0.401842 -0.630927 -0.646128 0.732963 0.212832
174 86 -0.03187 0.645872 0.762777 0.153947 0.757233 -0.634742 -0.987567 0.097199 -0.123571
97 205 0.725156 -0.013286 0.688451 0.610021 0.476179 -0.633344 -0.319414 0.879257 0.353401
109 109 0.827512 0.560986 0.022839 -0.511574 0.770148 -0.38103 -0.231343 0.303614 0.924271
187 33 -0.516912 0.733045 -0.442103 -0.817097 -0.268507 0.510154 0.255275 0.624935 0.737756
139 48 0.994008 -0.095975 -0.052329 0.044609 0.793152 -0.607391 0.099803 0.601431 0.792662
204 57 -0.42825 0.898943 0.092226 -0.162252 0.023901 -0.986458 -0.888976 -0.437414 0.135614
221 100 0.4153 0.109774 -0.903031 0.791608 -0.532751 0.299246 -0.448254 -0.839108 -0.30816
161 146 0.850733 0.358817 0.384067 -0.459173 0.862971 0.210838 -0.25578 -0.355723 0.898901
33 163 -0.676159 -0.193827 -0.710801 0.232492 -0.971613 0.043802 -0.699123 -0.135641 0.702017
62 71 0.883902 0.388382 0.26053 -0.446989 0.865425 0.226373 -0.137548 -0.316554 0.938548
25 132 -0.307479 0.945344 0.108535 -0.899783 -0.325955 0.29008 0.309605 -0.008463 0.950827
3 88 0.589729 -0.784149 -0.193231 0.798234 0.602301 -0.00799 0.122649 -0.149527 0.981113
138 107 0.681439 0.728416 -0.071133 -0.062776 0.155008 0.985909 0.729188 -0.667369 0.151362
46 57 0.606351 0.765732 0.214476 -0.317576 -0.014104 0.948124 0.729036 -0.643007 0.234625
23 149 -0.976561 0.204586 0.0669 -0.1174 -0.766768 0.631096 0.18041 0.60845 0.772812
29 52 -0.103923 0.400194 -0.910511 -0.987876 -0.147739 0.047815 -0.11539 0.90444 0.410702
209 128 0.578859 -0.157117 -0.800154 0.814516 0.064419 0.576577 -0.039059 -0.985457 0.165259
55 167 -0.757583 -0.479993 -0.442347 0.487882 0.033818 -0.872256 0.433637 -0.876619 0.208559
69 202 -0.336161 0.489633 -0.804527 -0.441767 -0.836404 -0.324441 -0.831773 0.24635 0.49746
37 113 -0.898718 0.310175 -0.309999 0.253394 -0.209643 -0.944373 -0.35791 -0.927276 0.109814
161 93 -0.86972 -0.357254 -0.340523 0.439054 -0.24486 -0.864454 0.225468 -0.901331 0.369813
152 29 0.866091 0.098964 0.489996 -0.457141 -0.239831 0.856448 0.202274 -0.965756 -0.162473
189 40 -0.024281 0.997439 -0.06727 -0.976825 -0.009358 0.213834 0.212657 0.070903 0.974551
5 88 0.196162 0.589586 0.783516 0.005346 0.798396 -0.602106 -0.980565 0.122292 0.153468
102 4 0.952776 0.009507 0.303526 -0.013183 0.999865 0.010064 -0.30339 -0.013592 0.952766
8 126 0.155876 -0.251049 -0.955341 0.880127 -0.403765 0.249703 -0.44842 -0.879745 0.158017
141 146 -0.124446 0.290067 -0.94888 0.986421 -0.067183 -0.149903 -0.107243 -0.954639 -0.277762
70 106 -0.920138 -0.32076 -0.224632 0.221114 0.047861 -0.974072 0.323194 -0.945951 0.026885
211 64 0.899888 -0.425567 -0.095373 0.02874 -0.160335 0.986643 -0.43518 -0.890608 -0.132052
134 126 0.941587 -0.336727 -0.00565 0.290526 0.80369 0.519304 -0.170322 -0.490622 0.854563
68 77 -0.38946 0.882753 0.262804 -0.863399 -0.449272 0.229585 0.320741 -0.137473 0.937132
30 184 0.296865 0.919275 -0.258469 -0.761713 0.391201 0.516483 0.575904 0.043553 0.816356
18 159 0.976578 0.069763 0.203557 0.114768 0.631348 -0.766961 -0.182016 0.772352 0.608551
185 74 0.842567 -0.529872 -0.096539 0.085608 -0.045213 0.995301 -0.531749 -0.846871 0.007267
151 71 -0.295698 0.811035 -0.504761 -0.951091 -0.200502 0.235013 0.089399 0.549569 0.830648
77 190 0.779584 -0.553792 0.292533 -0.241916 0.164573 0.956234 -0.577701 -0.816226 -0.005682
119 182 0.05001 0.662795 -0.747128 -0.98919 0.136122 0.054542 0.137851 0.736329 0.662433
142 64 0.298464 -0.812623 -0.500565 0.950163 0.203475 0.236208 -0.090094 -0.546115 0.832847
53 139 0.258741 -0.208701 -0.943131 0.892877 -0.32085 0.315954 -0.368545 -0.92385 0.103326
51 73 -0.470657 0.62925 -0.61848 -0.87261 -0.435679 0.220779 -0.130547 0.643606 0.754142
56 74 -0.471822 0.629721 -0.617114 -0.872092 -0.436373 0.221465 -0.129836 0.642663 0.755064
165 145 0.424982 0.444842 -0.788354 0.282743 0.762108 0.582452 0.859912 -0.470435 0.198098
202 158 0.328363 -0.22663 0.916958 0.846586 0.501144 -0.179301 -0.418891 0.835162 0.356422
206 154 -0.808661 -0.313739 -0.497626 -0.014439 -0.835071 0.54996 -0.588099 0.451914 0.670753
47 63 0.103386 -0.398864 -0.911152 0.987817 0.148338 0.047151 0.116363 -0.904939 0.409338
88 187 -0.290524 0.550676 -0.782525 -0.956865 -0.163831 0.239947 0.00392 0.818492 0.574505
105 88 0.415042 -0.195203 -0.888614 0.64442 -0.626387 0.438588 -0.642242 -0.754669 -0.134183
153 139 0.067443 0.073904 -0.994979 0.748835 0.655265 0.099422 0.659327 -0.751771 -0.011142
80 181 0.779581 -0.553983 0.292167 -0.241651 0.16432 0.956348 -0.577811 -0.816148 -0.005774
91 96 -0.193804 0.889004 -0.414865 -0.625038 -0.437836 -0.646236 -0.756157 0.134056 0.640516
151 182 -0.848553 -0.369643 -0.378579 0.483382 -0.250578 -0.838779 0.21519 -0.894746 0.391311
123 157 -0.346203 0.934406 0.083846 -0.781459 -0.336677 0.525333 0.519105 0.116353 0.846751
185 93 0.759732 0.640788 0.110466 -0.614864 0.763225 -0.19857 -0.211554 0.082932 0.973838
156 126 -0.994497 -0.076734 0.071343 0.104233 -0.655246 0.748184 -0.010669 0.751515 0.659635
84 61 0.374585 0.912373 -0.165058 -0.234135 -0.079164 -0.968972 -0.897156 0.40161 0.183965
208 136 0.836034 0.470957 0.28151 -0.29636 -0.044195 0.954051 0.461762 -0.881048 0.102623
122 199 0.825506 0.49035 0.279477 -0.056203 0.564118 -0.823775 -0.5616 0.664325 0.493228
132 109 -0.87993 -0.25743 -0.399318 0.439187 -0.120151 -0.890324 0.181217 -0.958798 0.218785
207 108 -0.108426 -0.900686 -0.420733 0.53628 0.303394 -0.787623 0.837053 -0.311029 0.450113
97 152 -0.983845 0.055866 0.170126 0.069194 -0.757648 0.648975 0.165158 0.650269 0.741533
82 159 0.466605 -0.60416 -0.645971 0.854157 0.118253 0.506395 -0.22956 -0.788049 0.571199
141 91 0.747177 -0.504259 0.432959 -0.518824 -0.035374 0.854147 -0.415397 -0.86283 -0.288045
142 21 0.099718 -0.496948 -0.862029 -0.248331 -0.851364 0.46207 -0.963533 0.167993 -0.208303
58 40 0.791197 0.488726 0.367635 -0.582486 0.785375 0.209521 -0.186333 -0.379914 0.906059
23 118 -0.898728 0.309146 -0.310999 0.253963 -0.211223 -0.943868 -0.357482 -0.92726 0.111322
212 144 0.471957 0.836759 -0.277653 -0.039356 -0.294634 -0.954797 -0.880745 0.461553 -0.106116
110 180 0.218736 0.513888 0.829489 0.203779 0.807298 -0.553863 -0.954276 0.290163 0.071859
113 124 0.986945 -0.12848 0.097151 -0.146332 -0.463075 0.874155 -0.067329 -0.876955 -0.475827
213 121 0.65341 -0.244293 -0.716505 0.750681 0.086902 0.65492 -0.097721 -0.965803 0.240161
120 174 0.975813 -0.091223 -0.198677 0.202201 0.722114 0.661565 0.083131 -0.685742 0.723078
159 32 -0.550874 0.375333 -0.745426 0.40322 -0.662316 -0.631455 -0.730727 -0.648434 0.213521
144 197 0.849179 -0.368276 0.378503 -0.481745 -0.246541 0.840907 -0.216376 -0.896437 -0.386781
30 144 0.307653 0.739288 -0.598988 -0.9426 0.322755 -0.085765 0.129912 0.590999 0.79614
65 94 -0.891089 -0.337024 -0.303955 0.396143 -0.25075 -0.883287 0.221479 -0.907479 0.356951
99 96 -0.194332 0.888846 -0.414955 -0.626358 -0.437992 -0.644856 -0.754925 0.134593 0.641852
137 141 0.483474 0.07961 -0.871731 0.115527 -0.992948 -0.026609 -0.867702 -0.087844 -0.48926
207 170 0.870629 0.079257 -0.485525 -0.435636 0.58278 -0.686008 0.228568 0.808754 0.54189
35 178 0.994709 -0.052676 -0.088219 0.037764 0.985919 -0.162943 0.09556 0.158745 0.982677
121 13 0.453401 -0.678567 -0.57791 0.288192 0.725165 -0.625361 0.84343 0.116994 0.524346
180 73 -0.527736 -0.843528 -0.09977 -0.043913 -0.0902 0.99495 -0.848277 0.52946 0.010565
49 173 -0.052511 0.087509 -0.994778 0.986294 0.16058 -0.037936 0.156421 -0.983136 -0.094741
116 138 -0.345809 0.934451 0.084942 -0.780886 -0.3368 0.526104 0.52023 0.115603 0.846166
161 15 -0.647661 -0.706386 -0.285578 0.418771 -0.016881 -0.907936 0.63654 -0.707615 0.30675
32 111 -0.898794 0.310179 -0.309772 0.253381 -0.209059 -0.944506 -0.357727 -0.927406 0.109308
171 187 -0.51224 0.486527 0.707736 -0.102352 0.783611 -0.612741 -0.85274 -0.386336 -0.351591
151 18 0.520823 0.087132 -0.8492 0.82144 -0.321915 0.470771 -0.232356 -0.94275 -0.239219
73 73 0.193328 0.313995 -0.929532 0.979675 -0.113448 0.165433 -0.053508 -0.942624 -0.329542
97 28 0.162325 0.344619 -0.924598 -0.469438 -0.797223 -0.379559 -0.867917 0.495657 0.032372
92 213 0.063205 -0.479279 -0.875384 0.421965 -0.782045 0.458641 -0.904407 -0.398368 0.152809
171 97 0.759503 0.641435 0.108277 -0.615834 0.762595 -0.19798 -0.209564 0.083685 0.974205
201 69 -0.161602 0.982419 -0.093448 -0.857373 -0.092872 0.506257 0.48868 0.161936 0.857301
90 196 0.518409 -0.853392 -0.054465 0.772939 0.494876 -0.39709 0.365832 0.163758 0.916156
178 102 0.759574 0.641242 0.108905 -0.61527 0.762672 -0.199434 -0.210944 0.084479 0.973839
68 85 0.138448 -0.225406 -0.964358 0.989751 0.066312 0.126588 0.035428 -0.972009 0.232278
97 168 0.746176 -0.619927 -0.242716 0.408017 0.137742 0.902514 -0.526066 -0.772486 0.355724
126 10 0.12889 0.324154 -0.93718 0.982386 0.087201 0.165268 0.135298 -0.941978 -0.307207
148 106 0.136403 -0.198119 -0.970633 0.420912 -0.875364 0.237813 -0.896804 -0.440994 -0.03601
169 58 0.422556 0.88287 -0.204922 -0.180202 -0.139751 -0.973647 -0.888244 0.448348 0.100041
116 82 -0.087738 0.381629 -0.92014 0.984796 -0.105799 -0.137783 -0.149932 -0.918243 -0.366543
127 98 -0.367276 0.542817 -0.755286 -0.082208 -0.827806 -0.554959 -0.926474 -0.14173 0.348653
27 179 -0.968628 0.1116 0.222065 0.080517 -0.704414 0.705201 0.235122 0.700964 0.673326
103 88 -0.194783 0.889275 -0.413824 -0.627169 -0.437305 -0.644534 -0.754135 0.133993 0.642903
68 189 -0.800856 0.49555 0.336264 -0.329483 -0.83347 0.443587 0.500085 0.24445 0.83075
117 28 0.929963 0.347745 -0.119351 -0.302271 0.907958 0.290248 0.2093 -0.233842 0.949479
78 208 -0.256878 -0.548496 -0.795717 0.126481 -0.835344 0.53498 -0.958132 0.036781 0.283954
67 118 0.166404 0.902378 0.397519 -0.734448 -0.155573 0.660593 0.65795 -0.401886 0.636861
77 191 -0.801995 0.493061 0.337198 -0.326213 -0.834408 0.44424 0.500408 0.246272 0.83002
69 211 -0.25664 -0.550846 -0.794165 0.131241 -0.833929 0.536028 -0.957566 0.033345 0.286313
140 184 0.902809 0.286516 -0.320695 -0.399146 0.280667 -0.872875 -0.160091 0.916038 0.367752
124 204 0.826218 0.48981 0.27831 -0.057695 0.564983 -0.823081 -0.560397 0.66399 0.495044
26 95 -0.695493 0.510684 -0.505469 -0.512531 -0.845624 -0.149131 -0.503602 0.155348 0.849846
131 98 -0.367478 0.542836 -0.755172 -0.08246 -0.827811 -0.554919 -0.926371 -0.141643 0.348958
79 148 0.081612 0.988251 0.129237 -0.718431 -0.031547 0.694885 0.690796 -0.149559 0.707409
75 145 -0.362484 0.825438 -0.432737 -0.572822 -0.563576 -0.595189 -0.735189 0.032133 0.677103
161 195 0.15141 0.778236 -0.609443 -0.377501 -0.524295 -0.763286 -0.913551 0.345635 0.214399
102 97 0.415097 -0.194531 -0.888737 0.644501 -0.626589 0.438176 -0.642123 -0.754675 -0.134719
125 148 -0.346318 0.934249 0.085124 -0.781199 -0.337442 0.525225 0.519417 0.115404 0.846689
82 8 0.417432 0.639236 0.645851 -0.019299 0.716813 -0.697 -0.908504 0.278489 0.311556
