x y u_11 u_12 u_13 u_21 u_22 u_23 u_31 u_32 u_33
106 98 0.415447 -0.194284 -0.888627 0.644337 -0.626702 0.438258 -0.64206 -0.754646 -0.135176
45 73 -0.142147 0.945734 -0.292179 -0.989852 -0.135877 0.041768 -0.000198 0.295155 0.955448
47 182 0.088291 0.051898 -0.994741 0.160248 -0.986375 -0.037241 -0.98312 -0.156118 -0.095405
19 59 -0.126475 -0.105851 -0.986305 0.432534 -0.900676 0.041197 -0.892704 -0.421401 0.1597
178 199 -0.859412 0.37556 -0.346946 0.021357 -0.651604 -0.758255 -0.510849 -0.659056 0.551976
203 159 0.328339 -0.226373 0.917032 0.846455 0.501364 -0.179305 -0.419176 0.835098 0.356232
207 129 0.57841 -0.157943 -0.800316 0.814854 0.065427 0.575984 -0.038624 -0.985261 0.166536
194 110 -0.108572 -0.902123 -0.417596 0.534004 0.30141 -0.789932 0.838485 -0.308763 0.449007
133 34 -0.93172 0.119142 -0.343094 0.298611 -0.286452 -0.910371 -0.206745 -0.950655 0.231308
90 219 0.062201 -0.480478 -0.874797 0.421571 -0.781823 0.459385 -0.904662 -0.397355 0.153931
202 75 -0.842722 -0.528991 0.099977 -0.087849 -0.04812 -0.994968 0.53116 -0.84725 -0.005926
186 161 0.376933 -0.545016 -0.74892 0.7344 -0.316865 0.600214 -0.564431 -0.776241 0.280824
194 137 -0.669196 0.53215 -0.518651 0.495931 -0.199954 -0.845022 -0.553393 -0.822698 -0.13011
125 95 0.540825 0.7559 0.368949 -0.829294 0.552523 0.083613 -0.14065 -0.351189 0.925679
84 34 0.242243 0.258189 -0.935231 0.877755 0.352366 0.324631 0.413374 -0.899535 -0.141267
71 185 -0.288499 0.552177 -0.782215 -0.957481 -0.164685 0.236882 0.001977 0.817301 0.576212
193 107 -0.108208 -0.901916 -0.418137 0.533 0.302428 -0.790221 0.839171 -0.308376 0.447992
35 94 0.507228 0.697963 -0.505537 -0.847502 0.510435 -0.145606 0.156415 0.502296 0.850429
136 144 0.123663 0.948606 -0.291299 -0.98636 0.149677 0.068679 0.108763 0.27882 0.954151
30 53 0.10461 -0.400383 -0.910351 0.987853 0.14763 0.048584 0.114949 -0.904375 0.410968
162 146 -0.849398 -0.386095 -0.359832 0.462219 -0.215101 -0.860279 0.254738 -0.89703 0.361144
52 149 -0.207369 -0.943317 0.259136 -0.323099 0.316072 0.892023 -0.923367 0.101251 -0.370326
4 122 0.469767 -0.84268 -0.263094 0.558605 0.052958 0.827736 -0.683581 -0.535816 0.495598
134 99 0.5416 0.755358 0.368917 -0.828669 0.553527 0.083183 -0.141376 -0.350766 0.925731
56 96 0.983242 -0.114269 0.142046 0.026837 0.861416 0.507189 -0.18032 -0.494891 0.850041
28 128 0.312328 0.31016 -0.89791 0.943349 -0.212725 0.254654 -0.112021 -0.926581 -0.359028
200 147 -0.670215 0.532879 -0.516577 0.495165 -0.197419 -0.846068 -0.552843 -0.82284 -0.131555
46 165 0.994772 -0.0537 -0.086876 0.038953 0.985801 -0.163337 0.094415 0.159097 0.982737
127 190 -0.663035 0.74691 0.050089 -0.137213 -0.05548 -0.988986 -0.735909 -0.662604 0.139271
83 120 -0.920127 -0.319979 -0.225801 0.221928 0.049042 -0.973827 0.322682 -0.946153 0.025892
125 164 -0.124732 0.289096 -0.949135 0.986572 -0.06555 -0.149633 -0.105499 -0.955048 -0.277037
32 143 0.307377 0.739682 -0.598649 -0.942558 0.323163 -0.084634 0.130852 0.590279 0.79652
26 122 -0.898674 0.308981 -0.311322 0.254198 -0.211546 -0.943731 -0.357451 -0.927242 0.111572
129 190 0.047758 0.662811 -0.747248 -0.988914 0.136733 0.058085 0.140681 0.736186 0.661997
75 180 -0.28806 0.550406 -0.78362 -0.957613 -0.163047 0.237481 0.002931 0.818835 0.574029
61 24 0.791971 0.487361 0.367777 -0.580847 0.787024 0.207869 -0.188143 -0.378249 0.906383
110 84 0.3817 0.919946 0.089476 -0.107478 0.140325 -0.984247 -0.918021 0.366077 0.152441
117 100 -0.88024 -0.258048 -0.398233 0.438384 -0.120962 -0.89061 0.18165 -0.95853 0.219599
110 158 0.932375 0.085204 -0.351332 -0.34166 0.52536 -0.77926 0.118184 0.846599 0.518944
78 32 0.259048 -0.242829 -0.934842 0.352795 -0.877219 0.325607 -0.899136 -0.414138 -0.141578
79 194 -0.801209 0.494485 0.336982 -0.328432 -0.83413 0.443127 0.500216 0.244357 0.830701
101 210 0.148108 0.946225 -0.287617 -0.49557 -0.180668 -0.849567 -0.855849 0.268362 0.442162
94 30 0.161815 0.34419 -0.924846 -0.470004 -0.797197 -0.378919 -0.867706 0.495999 0.032778
13 103 -0.184298 0.840079 -0.510202 -0.982801 -0.163685 0.085497 -0.011689 0.517188 0.855789
118 85 -0.090249 0.380876 -0.92021 0.984813 -0.103493 -0.139418 -0.148332 -0.918815 -0.365753
117 77 0.380983 0.920696 0.084684 -0.105663 0.134345 -0.985282 -0.91853 0.366424 0.148464
131 47 -0.092717 0.055425 -0.994145 0.794001 0.60659 -0.040233 0.600813 -0.793079 -0.100243
57 107 0.958989 0.174927 -0.223036 0.034458 0.70907 0.704291 0.281355 -0.6831 0.673956
7 145 0.912802 -0.096406 -0.39686 0.336901 -0.371524 0.865141 -0.230848 -0.923405 -0.306648
146 148 0.852298 0.356365 0.382879 -0.456184 0.864562 0.210775 -0.255912 -0.354303 0.899432
63 179 0.140084 0.943142 0.301432 -0.914784 0.006781 0.403892 0.378881 -0.332318 0.863717
208 84 -0.161018 0.784615 -0.598712 0.150669 -0.57997 -0.80057 -0.975392 -0.21912 -0.024819
117 115 -0.399058 0.879639 0.258818 -0.890241 -0.439292 0.120393 0.219599 -0.182366 0.958394
61 202 0.398462 -0.866083 0.301902 -0.366373 0.151462 0.918049 -0.84084 -0.476408 -0.256949
90 177 0.77935 -0.553682 0.293353 -0.242471 0.165216 0.955985 -0.57778 -0.816172 -0.005496
112 83 0.919286 0.382991 -0.090738 0.141038 -0.105283 0.984388 0.367465 -0.917731 -0.150801
137 157 -0.124064 0.289796 -0.949013 0.986432 -0.06763 -0.149608 -0.107544 -0.954693 -0.277473
63 123 -0.165662 -0.394719 -0.90374 0.736 -0.659446 0.1531 -0.6564 -0.639798 0.39975
188 165 0.376978 -0.543651 -0.749885 0.735037 -0.317043 0.599345 -0.563577 -0.777124 0.280092
28 65 0.105773 -0.40095 -0.909971 0.987779 0.14774 0.049721 0.114504 -0.904105 0.411679
128 198 -0.825731 0.278148 0.490734 0.057611 -0.823844 0.563868 0.561127 0.493865 0.664251
66 27 0.792183 0.487313 0.367386 -0.580699 0.787054 0.20817 -0.18771 -0.378249 0.906472
71 91 0.138504 -0.224386 -0.964605 0.989708 0.066834 0.126557 0.036079 -0.972208 0.23132
23 79 -0.802608 0.237587 -0.547153 -0.355453 -0.927107 0.11884 -0.479047 0.289867 0.828548
114 59 0.150795 -0.985242 -0.080993 -0.234263 -0.115215 0.96532 -0.960408 -0.126595 -0.248178
134 171 -0.293788 -0.461423 -0.837121 -0.082663 -0.860237 0.503154 -0.952293 0.217015 0.214578
102 19 0.16119 0.346133 -0.924232 -0.469245 -0.796976 -0.380315 -0.868233 0.494996 0.033962
123 21 0.928826 0.350317 -0.120673 -0.304484 0.907251 0.290146 0.211126 -0.232751 0.949343
53 120 -0.313204 0.897618 -0.310102 -0.942999 -0.255211 0.213643 0.112631 0.359346 0.926381
100 66 0.150629 -0.985103 -0.082976 -0.233918 -0.117065 0.965177 -0.96052 -0.125981 -0.24807
49 97 0.983395 -0.117057 0.138724 0.030974 0.861273 0.50718 -0.17886 -0.494465 0.850599
154 55 -0.948268 0.291916 -0.124803 0.096155 -0.110557 -0.989206 -0.30256 -0.950034 0.076768
86 69 0.378583 -0.91115 0.162723 -0.229709 0.077812 0.970141 -0.896611 -0.404663 -0.179841
158 22 0.963594 -0.246187 -0.104314 0.035622 -0.268464 0.962629 -0.26499 -0.9313 -0.249921
151 173 0.883322 0.170586 -0.436635 -0.459299 0.501287 -0.733312 0.093792 0.848298 0.521148
61 68 -0.469869 0.632252 -0.616018 -0.873046 -0.435967 0.218464 -0.130443 0.640461 0.756831
137 115 0.993423 -0.019346 0.112862 0.094855 0.691167 -0.716439 -0.064144 0.722436 0.688459
128 8 0.128924 0.323656 -0.937349 0.982463 0.086714 0.16507 0.134708 -0.942194 -0.3068
178 86 0.759964 0.640514 0.110462 -0.614894 0.763563 -0.197171 -0.21064 0.081914 0.974124
116 120 -0.127141 -0.098415 -0.986989 -0.467183 -0.871833 0.147105 -0.87498 0.479805 0.064867
161 137 -0.446329 -0.853612 -0.268639 0.485202 0.021424 -0.874122 0.75192 -0.52049 0.404606
120 100 -0.880302 -0.257951 -0.39816 0.438391 -0.121499 -0.890534 0.181338 -0.958488 0.220039
55 161 0.438651 -0.478668 -0.760567 0.874954 0.034377 0.482984 -0.205043 -0.877324 0.43389
188 190 0.573197 0.39829 -0.71611 0.096223 0.835153 0.541523 0.813757 -0.379304 0.440384
3 136 -0.252349 0.954387 -0.159562 -0.404338 -0.253819 -0.878684 -0.879111 -0.157218 0.449947
113 70 0.143745 -0.988724 0.041994 -0.195583 0.013214 0.980593 -0.9701 -0.149169 -0.191476
96 88 -0.130512 0.938355 0.32009 -0.830475 -0.279815 0.481678 0.541566 -0.202962 0.81579
109 51 0.150729 -0.985194 -0.081706 -0.232591 -0.115673 0.965669 -0.960824 -0.126552 -0.246583
5 124 -0.267052 -0.841509 -0.469615 0.827344 0.049691 -0.559502 0.494167 -0.53794 0.682949
197 133 -0.669824 0.530685 -0.519341 0.49629 -0.200282 -0.844733 -0.552308 -0.823566 -0.129223
114 26 0.943439 -0.147491 -0.296939 0.228384 -0.360154 0.904504 -0.24035 -0.921161 -0.306094
161 111 -0.451158 -0.793267 -0.40887 0.793188 -0.146427 -0.591117 0.40905 -0.590995 0.695272
159 43 0.378547 0.549443 -0.744851 -0.661869 -0.40186 -0.63279 -0.647028 0.73255 0.211544
124 197 0.825659 -0.48874 -0.281815 -0.051754 -0.563033 0.824815 -0.561799 -0.666433 -0.490148
40 69 0.104497 -0.399845 -0.910604 0.987825 0.147837 0.048444 0.115251 -0.904583 0.410427
65 89 -0.221072 -0.141273 -0.964961 0.068828 -0.989253 0.129049 -0.972833 -0.03791 0.228396
75 65 -0.929824 0.315358 -0.189694 0.162246 -0.111393 -0.980439 -0.330321 -0.942412 0.052409
149 78 0.432929 -0.508388 -0.744387 0.852964 -0.036091 0.520721 -0.291596 -0.860371 0.418013
1 123 0.469878 -0.842654 -0.262996 0.559293 0.053669 0.827222 -0.682942 -0.535799 0.496494
120 202 0.176718 -0.413261 -0.893299 0.148385 -0.886024 0.439245 -0.973017 -0.210172 -0.09526
149 114 -0.108544 0.023216 -0.993817 0.718801 -0.688751 -0.094592 -0.686696 -0.724627 0.058053
89 188 -0.550873 0.781178 -0.293759 0.162174 -0.245069 -0.95584 -0.818691 -0.574188 0.008322
66 31 0.489855 -0.365805 -0.791344 0.785311 -0.209036 0.582747 -0.37859 -0.906913 0.184872
154 40 0.377926 0.548445 -0.745905 -0.662424 -0.402673 -0.631695 -0.646818 0.732851 0.211117
123 41 -0.931033 0.121057 -0.344289 0.299327 -0.286456 -0.910134 -0.208793 -0.950416 0.230449
53 122 -0.899644 0.313011 -0.304425 0.248002 -0.207525 -0.946267 -0.359361 -0.926801 0.109073
149 217 0.070236 0.817802 -0.571191 -0.640786 -0.401869 -0.654137 -0.764501 0.411977 0.495802
139 161 0.948577 0.291572 -0.12325 0.149925 -0.070902 0.986147 0.278794 -0.953922 -0.11096
192 118 -0.805586 0.221402 -0.549556 0.411305 -0.458652 -0.787698 -0.426451 -0.860595 0.278416
189 152 0.377709 -0.545251 -0.748359 0.73383 -0.316608 0.601048 -0.564655 -0.776181 0.280534
127 199 0.825788 0.491227 0.277116 -0.058935 0.56379 -0.823802 -0.560917 0.663955 0.494501
187 162 -0.378381 0.748119 0.545113 -0.733014 -0.601784 0.317092 0.565261 -0.279596 0.776082
117 109 -0.398884 0.879749 0.258712 -0.890324 -0.439105 0.120462 0.219579 -0.182287 0.958413
72 175 0.647852 -0.600251 0.46902 -0.510754 0.114542 0.852064 -0.565186 -0.791562 -0.232377
172 90 0.759061 0.6421 0.107433 -0.616623 0.762007 -0.197776 -0.208859 0.083873 0.974342
173 153 0.424107 0.444054 -0.789269 0.280941 0.764023 0.580811 0.860935 -0.468065 0.19927
140 209 0.951054 0.050617 -0.304861 0.305899 -0.294294 0.905437 -0.0439 -0.954371 -0.295371
101 28 0.162322 0.34563 -0.924223 -0.469691 -0.796664 -0.38042 -0.86778 0.495851 0.033027
175 167 -0.600774 -0.387783 -0.699066 -0.098809 -0.831746 0.546295 -0.793289 0.397274 0.461373
207 112 0.415327 0.109254 -0.903081 0.791564 -0.532635 0.299558 -0.448303 -0.839251 -0.307708
13 160 0.969151 0.233195 -0.079899 0.0369 0.183248 0.982373 0.243732 -0.955 0.168982
119 14 0.452828 -0.677563 -0.57953 0.286707 0.726125 -0.624928 0.844245 0.116834 0.523074
158 138 0.067386 -0.994777 -0.076685 0.748689 0.101223 -0.655148 0.65949 -0.013267 0.751595
139 201 0.302802 0.951758 -0.04971 -0.905796 0.303617 0.295551 0.296387 -0.044472 0.95403
221 132 0.835806 0.471257 0.281683 -0.295871 -0.04557 0.954138 0.462484 -0.880818 0.101344
49 192 0.344887 -0.895885 0.280082 -0.42905 0.114929 0.895937 -0.834849 -0.429164 -0.344741
85 131 -0.468851 -0.758583 -0.452481 -0.037843 -0.494583 0.868301 -0.882469 0.424229 0.203169
45 115 -0.899063 0.310292 -0.308878 0.252218 -0.209601 -0.944697 -0.357871 -0.927247 0.110184
135 213 0.885218 0.056017 0.461787 -0.42855 0.484331 0.76274 -0.18093 -0.873097 0.452733
118 212 0.885949 0.054793 0.46054 -0.426688 0.485449 0.763067 -0.181766 -0.872553 0.453444
118 183 0.050387 0.662507 -0.747357 -0.989189 0.136294 0.054127 0.13772 0.736556 0.662209
45 92 -0.398407 -0.214099 -0.891868 -0.344626 -0.866183 0.361877 -0.850007 0.451542 0.271304
143 49 0.292881 -0.94744 0.128765 -0.11277 0.099507 0.988625 -0.949476 -0.304071 -0.077701
30 62 0.105065 -0.400192 -0.910386 0.987803 0.147801 0.049029 0.114936 -0.904434 0.410842
98 133 0.009815 0.449923 0.893013 0.292924 0.852579 -0.432773 -0.956091 0.265839 -0.123425
162 151 0.851518 0.357772 0.383302 -0.457698 0.86387 0.210412 -0.255835 -0.35461 0.899313
72 145 0.429688 -0.363339 -0.826643 0.598466 -0.570966 0.562004 -0.676187 -0.736202 -0.027895
100 48 -0.080966 0.151014 -0.985209 0.966325 -0.230337 -0.11472 -0.244255 -0.961323 -0.127278
123 162 -0.346681 0.9341 0.085302 -0.78064 -0.337747 0.525859 0.52002 0.115722 0.846275
48 141 0.258404 -0.207849 -0.94341 0.892874 -0.321426 0.315378 -0.368788 -0.923842 0.102524
75 89 0.138489 -0.224892 -0.964487 0.989722 0.066601 0.126576 0.035776 -0.972108 0.231794
191 152 0.377513 -0.545241 -0.748464 0.733777 -0.316907 0.600956 -0.564858 -0.776064 0.280448
73 56 -0.987608 0.036905 -0.152546 0.155272 0.371355 -0.915412 0.022866 -0.92776 -0.372482
105 36 -0.52192 0.289491 0.802366 -0.09132 0.916283 -0.389983 -0.848093 -0.276815 -0.451789
70 175 0.647763 -0.600023 0.469438 -0.510672 0.115296 0.85201 -0.565357 -0.791629 -0.231731
15 122 0.009015 -0.162311 -0.986697 0.815183 -0.570285 0.101259 -0.579134 -0.805253 0.127171
36 78 -0.399406 -0.337584 -0.852355 0.818673 -0.549786 -0.165875 -0.412625 -0.764047 0.495954
172 79 -0.034459 -0.643549 -0.764612 0.153225 -0.759449 0.632282 -0.987592 -0.095376 0.124782
85 62 0.374964 0.912263 -0.164791 -0.233938 -0.07889 -0.969044 -0.897053 0.401905 0.183831
118 89 -0.369064 0.540782 -0.755873 -0.081138 -0.828935 -0.553432 -0.925856 -0.142921 0.349806
46 159 -0.156752 -0.02149 -0.987403 0.833906 -0.538556 -0.120662 -0.529178 -0.842318 0.102341
56 153 -0.479427 -0.439249 -0.759747 0.031517 -0.873784 0.485287 -0.877017 0.208713 0.432758
26 62 0.105798 -0.400324 -0.910244 0.987782 0.147663 0.049868 0.114446 -0.904397 0.411056
37 106 -0.898969 0.309557 -0.309889 0.253523 -0.209209 -0.944435 -0.357188 -0.92758 0.109595
43 183 0.088635 0.052492 -0.994678 0.162714 -0.985958 -0.037534 -0.982686 -0.158523 -0.095932
169 25 0.944204 0.137719 -0.299208 0.328268 -0.318931 0.889107 0.02702 -0.937716 -0.34635
115 207 -0.413798 0.893103 -0.176465 -0.88519 -0.439999 -0.151144 -0.212632 0.093659 0.97263
5 135 0.155885 -0.248978 -0.955874 0.879559 -0.405425 0.249029 -0.449533 -0.879577 0.155788
85 69 0.164107 0.377976 -0.911151 0.970311 -0.228228 0.080084 -0.177681 -0.897246 -0.404205
79 84 0.13633 -0.229603 -0.963679 0.98996 0.068516 0.123716 0.037618 -0.97087 0.236632
49 185 -0.279462 0.895487 -0.346415 -0.896576 -0.114262 0.4279 0.343611 0.430164 0.834798
79 98 0.920366 0.224347 0.320304 -0.220453 0.974173 -0.048875 -0.322996 -0.025631 0.946053
53 111 -0.899968 0.309093 -0.307441 0.250697 -0.210024 -0.945008 -0.356666 -0.927552 0.111522
147 103 0.762177 -0.477242 0.437419 -0.514437 -0.036295 0.856754 -0.393003 -0.878026 -0.273164
220 111 0.490013 -0.240595 -0.837854 0.434488 0.900667 -0.004524 0.755717 -0.361822 0.545873
96 203 0.724443 -0.014425 0.689182 0.611757 0.474241 -0.633124 -0.317705 0.880279 0.352387
120 161 -0.346633 0.934115 0.085306 -0.780494 -0.337674 0.526126 0.520272 0.115792 0.846111
162 169 -0.164542 0.883485 -0.438619 -0.253039 -0.467612 -0.846931 -0.953371 -0.028354 0.300485
64 165 -0.759029 -0.478962 -0.440987 0.485651 0.034596 -0.873469 0.433622 -0.877149 0.20635
102 190 0.778872 -0.554626 0.292842 -0.243721 0.162575 0.956121 -0.577897 -0.816061 -0.008549
104 119 -0.021598 0.825956 -0.563319 0.381238 -0.514082 -0.768356 -0.924231 -0.23135 -0.303781
214 125 -0.079616 0.815345 -0.573473 0.156077 -0.558008 -0.815026 -0.984532 -0.154398 -0.082831
185 138 -0.207846 0.816735 -0.538279 -0.911112 0.038585 0.410349 0.355915 0.575721 0.736117
60 115 -0.901306 0.166248 0.400029 0.157502 -0.734479 0.66009 0.403563 0.657952 0.635796
92 126 0.008381 0.448815 0.893586 0.291989 0.853573 -0.431455 -0.956386 0.264534 -0.123894
84 32 0.395045 0.821759 -0.410669 -0.682031 0.561838 0.468159 0.615447 0.095144 0.782416
122 139 0.345474 -0.083707 -0.934679 0.78109 -0.526426 0.335844 -0.520151 -0.846094 -0.11648
188 158 0.376995 -0.544901 -0.748973 0.734447 -0.316824 0.600177 -0.564328 -0.776339 0.280759
98 154 0.74613 -0.619975 -0.242736 0.407169 0.13643 0.9031 -0.526787 -0.772675 0.35423
67 42 0.404421 0.171401 -0.898368 0.846078 0.302865 0.438662 0.347272 -0.937494 -0.022533
177 195 -0.859609 0.373413 -0.348786 0.022687 -0.654021 -0.756127 -0.510473 -0.657872 0.553732
111 180 -0.514682 0.828494 -0.220649 -0.806525 -0.555165 -0.203282 -0.290918 0.073332 0.953934
118 146 -0.34615 0.934303 0.085208 -0.781601 -0.337423 0.524639 0.518927 0.115013 0.847043
95 131 -0.893438 0.009941 -0.44908 0.432062 0.29248 -0.853094 0.122862 -0.956223 -0.26561
42 129 -0.299295 -0.952564 0.055248 -0.140878 0.101382 0.984809 -0.943709 0.286982 -0.164535
172 104 0.759726 0.640906 0.109822 -0.614913 0.763035 -0.19916 -0.211442 0.083775 0.973789
128 97 -0.367808 0.542808 -0.755033 -0.082219 -0.827756 -0.555033 -0.926261 -0.142066 0.349081
33 153 -0.678804 -0.188045 -0.709837 0.224863 -0.973444 0.042847 -0.699051 -0.13054 0.703059
169 40 0.742683 -0.37791 0.552812 0.634348 0.661522 -0.39999 -0.214542 0.647753 0.731021
92 86 0.320615 -0.938383 -0.129019 0.484296 0.279455 -0.829076 0.814049 0.20333 0.544036
131 180 0.640534 -0.084267 0.763289 -0.765174 -0.154282 0.625074 0.065076 -0.984424 -0.163307
167 63 0.422419 0.882845 -0.205328 -0.179738 -0.140451 -0.97363 -0.888403 0.448186 0.09935
141 85 0.433675 -0.50792 -0.744274 0.852658 -0.03578 0.521243 -0.291381 -0.86066 0.417565
214 150 0.314975 -0.808331 -0.497382 0.834006 -0.014418 0.551578 -0.453023 -0.588551 0.669603
135 197 0.300878 0.952336 -0.050324 -0.906738 0.302019 0.294323 0.295491 -0.042926 0.954371
129 107 -0.880166 -0.25792 -0.398481 0.43855 -0.120656 -0.89057 0.181618 -0.958602 0.219306
96 213 0.052397 -0.845757 0.530975 -0.595499 0.400376 0.696483 -0.801655 -0.352686 -0.482667
112 7 -0.053872 0.979995 -0.191615 -0.998074 -0.058755 -0.01989 -0.030751 0.190171 0.981265
130 157 -0.124504 0.290755 -0.948662 0.986478 -0.066458 -0.149839 -0.106624 -0.954483 -0.278549
18 146 -0.975953 0.207315 0.067377 -0.119613 -0.767697 0.629551 0.182237 0.606353 0.77403
129 3 0.055346 -0.892506 -0.447621 0.977547 0.139736 -0.157742 0.203334 -0.428837 0.8802
174 51 0.883533 0.203674 -0.421772 -0.139983 0.974169 0.17719 0.44697 -0.097512 0.889217
58 43 0.405406 0.17241 -0.897722 0.847265 0.297842 0.439796 0.343243 -0.93892 -0.025315
11 76 -0.588247 0.785247 -0.193277 -0.799603 -0.600498 -0.006084 -0.12084 0.150963 0.981125
165 156 0.44441 -0.424499 -0.788859 0.763307 -0.281489 0.581486 -0.468896 -0.860563 0.198925
98 185 0.779339 -0.554214 0.292375 -0.241888 0.164348 0.956282 -0.578041 -0.815986 -0.00598
159 167 -0.27305 0.867199 -0.416434 -0.386572 -0.495304 -0.777964 -0.880914 -0.051447 0.470473
128 66 0.143934 0.13125 -0.980826 0.607803 -0.793924 -0.017069 -0.780949 -0.593693 -0.194044
48 29 0.437034 0.802638 -0.405914 -0.141083 -0.384537 -0.912262 -0.88832 0.455955 -0.054813
91 37 -0.397159 0.415656 -0.818223 0.682062 -0.46284 -0.566191 -0.614051 -0.782948 -0.099681
75 167 0.64671 -0.60221 0.468087 -0.510088 0.1148 0.852427 -0.567083 -0.790039 -0.232936
90 94 -0.469407 0.81652 -0.336081 -0.839938 -0.530306 -0.115244 -0.272325 0.228197 0.934754
169 16 -0.648343 -0.7066 -0.283497 0.41557 -0.016428 -0.909414 0.637939 -0.707413 0.304294
133 172 -0.293737 -0.461129 -0.837302 -0.082441 -0.860472 0.502787 -0.952327 0.216712 0.21473
102 106 -0.194102 0.888856 -0.415044 -0.626262 -0.437931 -0.644989 -0.755064 0.134731 0.64166
129 77 -0.870797 -0.12623 -0.475165 0.473922 0.041672 -0.879578 0.130833 -0.991125 0.023539
18 98 -0.76436 0.459423 -0.452416 0.168891 -0.534489 -0.828123 -0.622281 -0.7094 0.330955
137 176 -0.293136 0.836337 -0.463262 -0.080092 -0.504332 -0.859786 -0.952714 -0.214923 0.214818
135 203 0.30255 0.951748 -0.051423 -0.905962 0.303919 0.294742 0.296153 -0.042596 0.954183
111 91 0.414889 -0.193715 -0.889013 0.645066 -0.626451 0.437545 -0.641698 -0.754993 -0.134948
70 88 0.138277 -0.226598 -0.964112 0.989749 0.066987 0.126203 0.035993 -0.971683 0.233537
178 110 0.638266 -0.761918 0.109949 0.765128 0.612104 -0.199811 0.084942 0.211668 0.97364
24 164 -0.6777 -0.710671 0.188884 0.230255 0.038858 0.97234 -0.698361 0.702469 0.137288
85 107 -0.919843 -0.321571 -0.224686 0.221101 0.048141 -0.974061 0.324047 -0.945661 0.026816
99 85 0.939318 0.126044 0.319053 -0.274934 0.832844 0.480397 -0.205172 -0.538964 0.81696
63 198 0.825969 -0.351655 -0.440585 0.499912 0.81814 0.284137 0.26054 -0.454941 0.851556
68 131 0.171544 0.463264 -0.869459 0.97888 -0.179801 0.097323 -0.111243 -0.867789 -0.484316
84 33 0.242367 0.258342 -0.935157 0.877696 0.352349 0.324811 0.413425 -0.899499 -0.141346
32 90 0.697142 0.505215 -0.508679 0.510577 0.14823 0.84695 0.503295 -0.850179 -0.154605
8 109 0.511961 0.837245 -0.192182 -0.087849 -0.171535 -0.981236 -0.854509 0.519257 -0.01426
211 148 -0.807295 -0.315936 -0.498453 -0.012862 -0.835001 0.5501 -0.590012 0.450504 0.670025
158 93 0.432646 -0.506748 -0.745668 0.853242 -0.037002 0.520204 -0.291206 -0.861298 0.416371
70 186 -0.80128 0.495195 0.335775 -0.329099 -0.833468 0.443876 0.499676 0.24515 0.83079
101 203 0.315846 -0.644269 -0.696531 0.922352 0.036331 0.384639 -0.222507 -0.763935 0.60572
67 22 -0.159566 0.964637 0.209804 -0.981784 -0.132858 -0.135829 -0.103151 -0.227654 0.968261
148 157 -0.124395 0.289252 -0.949133 0.986423 -0.067414 -0.149824 -0.107331 -0.954867 -0.276934
24 45 0.512649 -0.832857 0.208665 -0.297976 0.055352 0.952961 -0.805236 -0.550721 -0.219803
120 88 -0.368633 0.541498 -0.755572 -0.080933 -0.828425 -0.554221 -0.926046 -0.143153 0.349209
220 85 0.864904 0.093627 -0.493136 0.403545 0.454556 0.794058 0.298502 -0.88578 0.355366
108 139 0.344595 -0.084339 -0.93495 0.781267 -0.526417 0.335435 -0.520466 -0.846034 -0.115511
124 33 -0.930859 0.120429 -0.344976 0.300194 -0.286238 -0.909912 -0.208316 -0.950566 0.230285
60 156 0.758857 -0.480288 0.439838 -0.485813 0.032339 0.873465 -0.433745 -0.876513 -0.208787
117 62 0.151457 -0.985145 -0.080911 -0.233601 -0.115214 0.965482 -0.960467 -0.12733 -0.247579
80 121 -0.920577 -0.319298 -0.224921 0.221216 0.048335 -0.974025 0.321877 -0.946421 0.026137
87 145 0.080981 0.988257 0.129577 -0.717915 -0.032348 0.695379 0.691405 -0.149339 0.706863
95 100 -0.194183 0.888591 -0.415566 -0.626122 -0.438389 -0.644816 -0.755159 0.134984 0.641495
54 161 0.438283 -0.478581 -0.760835 0.875146 0.034146 0.482652 -0.20501 -0.87738 0.433791
166 44 0.434748 -0.874585 0.214697 -0.18621 0.145963 0.971603 -0.881094 -0.462385 -0.099411
145 74 -0.296619 0.811931 -0.502757 -0.950666 -0.200914 0.236405 0.090938 0.54808 0.831468
79 79 0.194107 0.31375 -0.929451 0.979488 -0.114248 0.16599 -0.05411 -0.942608 -0.329491
69 116 -0.920232 -0.320072 -0.225228 0.221309 0.049083 -0.973967 0.322795 -0.946121 0.025667
120 80 -0.368075 0.542294 -0.755272 -0.082553 -0.828154 -0.554389 -0.926125 -0.141705 0.34959
175 69 0.921307 0.388578 -0.014252 -0.365116 0.877116 0.312021 0.133746 -0.282264 0.949966
74 129 0.17164 0.463076 -0.869538 0.978747 -0.180744 0.096934 -0.112273 -0.867693 -0.48425
127 135 0.416826 0.815364 0.401798 -0.620926 0.578234 -0.529235 -0.663869 -0.028901 0.747291
172 89 0.75929 0.641866 0.107222 -0.616348 0.76216 -0.198033 -0.208834 0.084274 0.974313
44 181 0.088122 0.052553 -0.994722 0.160439 -0.986318 -0.037897 -0.983105 -0.156254 -0.095348
80 62 0.375063 0.912169 -0.165122 -0.233274 -0.079518 -0.969154 -0.897173 0.402016 0.182962
101 166 0.821272 -0.421044 0.385015 -0.478628 -0.141147 0.866601 -0.310534 -0.895991 -0.317432
